idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,4,11.57,0,1,20,3,311.57
2,4,0,0,11.55,0,0,20,1,111.55
3,1,0,0,8.62,0,0,20,1,108.62
4,1,0,1,19.05,0,1,20,3,319.05
5,4,0,2,11.17,0,1,20,2,211.17
6,4,0,3,20.21,0,1,20,2,220.21
7,4,0,1,8.76,0,0,20,2,208.76
8,2,0,0,8.45,1,0,20,1,108.45
9,1,0,2,23.22,2,0,20,3,323.22
10,3,0,0,20.09,3,0,20,0,20.09
11,2,0,1,15.83,4,0,20,2,215.83
12,5,0,0,16.27,5,0,20,0,16.27
13,2,0,2,12.64,6,0,20,3,312.64
14,3,0,1,5.57,7,0,20,1,105.57
15,5,0,1,5.48,8,0,20,1,105.48
