idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,16.05,0,0,0,20
2,6,0,0,23.11,0,0,0,20
3,5,0,0,11.16,0,0,0,20
4,6,0,1,19.45,0,0,0,20
5,2,0,3,23.16,0,0,1,20
6,2,0,1,22.33,0,0,1,20
7,2,0,2,22.84,0,0,1,20
8,4,0,0,11.73,1,0,0,20
9,1,0,0,7.97,2,0,0,20
10,4,0,1,14.0,3,0,0,20
11,6,0,2,21.9,4,0,0,20
12,1,0,1,8.48,5,0,0,20
13,5,0,1,12.06,6,0,0,20
14,5,0,2,12.51,7,0,0,20
15,4,0,2,20.82,8,0,0,20
16,1,0,2,12.02,9,0,0,20
17,3,0,0,11.39,10,0,0,20
18,5,0,3,15.02,11,0,0,20
19,1,0,3,11.54,12,0,0,20
20,3,0,1,8.08,13,0,0,20
