idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,3,16.18,0,1,20,0,16.18
2,2,0,1,9.39,0,1,20,0,9.39
3,2,0,0,7.81,0,0,20,0,7.81
4,4,0,1,22.57,0,1,20,0,22.57
5,4,0,0,9.47,0,0,20,0,9.47
6,2,0,4,17.62,0,1,20,0,17.62
7,2,0,2,11.69,0,1,20,0,11.69
8,1,0,0,19.63,1,0,20,0,19.63
9,3,0,0,11.2,2,0,20,0,11.2
10,3,0,1,15.28,3,0,20,0,15.28
11,3,0,2,15.62,4,0,20,0,15.62
12,4,0,2,23.55,5,0,20,0,23.55
13,3,0,3,18.0,6,0,20,0,18.0
14,5,0,0,10.23,7,0,20,0,10.23
15,6,0,0,6.54,8,0,20,0,6.54
16,3,0,4,18.72,9,0,20,0,18.72
17,5,0,1,12.72,10,0,20,0,12.72
18,5,0,2,13.72,11,0,20,0,13.72
19,6,0,1,9.1,12,0,20,0,9.1
20,6,0,2,6.73,13,0,20,0,6.73
