idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,21.29,0,0,20,0,21.29
2,6,0,3,21.17,0,1,20,0,21.17
3,6,0,2,14.82,0,1,20,0,14.82
4,6,0,0,13.75,0,0,20,0,13.75
5,6,0,1,13.9,0,1,20,0,13.9
6,1,0,1,20.98,0,0,20,0,20.98
7,6,0,4,22.06,0,2,20,0,22.06
8,2,0,0,16.55,1,0,20,0,16.55
9,3,0,0,15.5,2,0,20,0,15.5
10,2,0,1,16.78,3,0,20,0,16.78
11,4,0,0,9.06,4,0,20,0,9.06
12,4,0,1,11.14,5,0,20,0,11.14
13,2,0,2,19.1,6,0,20,0,19.1
14,4,0,2,14.31,7,0,20,0,14.31
15,1,0,2,23.64,8,0,20,0,23.64
16,2,0,3,23.26,9,0,20,0,23.26
17,3,0,1,18.82,10,0,20,0,18.82
18,5,0,0,7.95,11,0,20,0,7.95
19,5,0,1,8.2,12,0,20,0,8.2
20,3,0,2,21.29,13,0,20,0,21.29
