idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,12.08,0,0,20,0,12.08
2,6,0,0,6.5,0,0,20,0,6.5
3,5,0,1,23.85,0,1,20,0,23.85
4,6,0,2,20.1,0,1,20,0,20.1
5,6,0,4,22.67,0,1,20,0,22.67
6,6,0,3,21.56,0,1,20,0,21.56
7,6,0,1,15.92,0,0,20,0,15.92
8,1,0,0,18.94,1,0,20,0,18.94
9,2,0,0,16.29,2,0,20,0,16.29
10,3,0,0,13.12,3,0,20,0,13.12
11,1,0,1,20.81,4,0,20,0,20.81
12,4,0,0,9.51,5,0,20,0,9.51
13,3,0,1,15.59,6,0,20,0,15.59
14,2,0,1,20.34,7,0,20,0,20.34
15,4,0,1,15.24,8,0,20,0,15.24
16,3,0,2,19.78,9,0,20,0,19.78
17,1,0,2,22.77,10,0,20,0,22.77
18,4,0,2,10.89,11,0,20,0,10.89
19,2,0,2,21.14,12,0,20,0,21.14
20,4,0,3,6.71,13,0,20,0,6.71
