idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,9.38,0,0,20,0,9.38
2,6,0,1,11.06,0,0,20,0,11.06
3,4,0,0,21.38,0,0,20,0,21.38
4,6,0,2,7.22,0,0,20,0,7.22
5,1,0,0,13.12,0,0,20,0,13.12
6,4,0,1,23.41,0,0,20,0,23.41
7,1,0,1,14.55,0,0,20,0,14.55
8,2,0,0,21.0,1,0,20,0,21.0
9,1,0,2,18.44,2,0,20,0,18.44
10,3,0,0,19.35,3,0,20,0,19.35
11,5,0,0,5.32,4,0,20,0,5.32
12,5,0,1,6.67,5,0,20,0,6.67
13,6,0,3,13.23,6,0,20,0,13.23
14,5,0,2,17.65,7,0,20,0,17.65
15,6,0,4,6.08,8,0,20,0,6.08
16,5,0,3,11.18,9,0,20,0,11.18
17,5,0,4,17.76,10,0,20,0,17.76
18,3,0,1,9.28,11,0,20,0,9.28
19,3,0,2,15.67,12,0,20,0,15.67
20,2,0,1,21.77,13,0,20,0,21.77
