idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,12.24,0,0,0,20
2,4,0,3,22.13,0,0,1,20
3,4,0,4,22.44,0,0,1,20
4,3,0,0,16.42,0,0,0,20
5,4,0,1,14.6,0,0,0,20
6,3,0,1,9.83,0,0,0,20
7,4,0,2,20.89,0,0,1,20
8,1,0,0,5.75,1,0,0,20
9,5,0,0,17.8,2,0,0,20
10,3,0,2,17.26,3,0,0,20
11,1,0,1,13.13,4,0,0,20
12,2,0,0,10.23,5,0,0,20
13,6,0,0,22.57,6,0,0,20
14,5,0,1,20.04,7,0,0,20
15,1,0,2,15.08,8,0,0,20
16,2,0,1,12.21,9,0,0,20
17,2,0,2,5.99,10,0,0,20
18,1,0,3,11.35,11,0,0,20
19,2,0,3,7.39,12,0,0,20
20,2,0,4,5.46,13,0,0,20
